CD_SETOR,V06001,V06002,V06003,V06004,V06005
314330205000589,"264,00","801,00","1,61","2.473,45","22.153.419,13"
314330205000591,"279,00","820,00","1,68","1.576,85","1.370.430,90"
314330205000592,"111,00","311,00","1,54","3.089,92","14.246.133,59"
314330205000593,"186,00","565,00","1,65","1.456,38","1.193.823,14"
314330205000594,"180,00","516,00","1,90","1.556,10","2.139.049,05"
314330205000597,"294,00","887,00","1,84","1.654,68","1.152.934,79"
314330205000599,"199,00","607,00","1,29","1.910,02","2.001.836,78"
314330205000600,"194,00","585,00","1,83","1.607,79","1.890.988,68"
314330205000601,"147,00","454,00","2,27","1.706,44","1.987.510,98"
314330205000603,"257,00","748,00","1,40","2.589,88","7.309.223,16"
314330205000604,"195,00","376,00","0,92","2.982,12","9.265.957,04"
314330205000605,"228,00","687,00","2,03","1.425,49","729.856,41"
314330205000606,"219,00","632,00","1,66","2.075,18","2.885.376,84"
314330205000607,"289,00","1.119,00","2,99","1.158,38","1.457.760,45"
314330205000608,"220,00","848,00","3,60","1.139,21","457.291,51"
314330205000609,"164,00","510,00","1,12","1.887,83","1.213.522,74"
314330205000610,"231,00","849,00","2,97","1.206,86","599.579,24"
314330205000611,"192,00","804,00","2,62","1.157,79","722.554,27"
314330205000612,"256,00","993,00","3,09","1.277,07","1.753.220,15"
314330205000613,"281,00","1.032,00","2,95","1.246,15","365.340,29"
314330205000614,"290,00","980,00","2,37","1.356,08","868.384,35"
314330205000615,"39,00","123,00","2,24","1.226,38","950.489,15"
314330205000616,"185,00","612,00","1,96","1.277,90","653.157,59"
314330205000617,"176,00","608,00","2,68","1.137,21","414.162,50"
314330205000619,"252,00","666,00","1,38","2.404,51","2.722.954,47"
314330205000620,"244,00","657,00","1,26","2.494,96","3.707.494,34"
314330205000622,"203,00","739,00","3,30","971,84","333.803,08"
314330205000628,"137,00","383,00","1,16","2.034,93","1.937.023,26"
314330205000629,"36,00","103,00","1,49","3.257,09","12.171.170,27"
314330205000631,"184,00","483,00","1,26","2.916,88","5.635.537,21"
314330205000633,"43,00","115,00","2,13","4.481,07","14.241.180,02"
314330205000635,"143,00","347,00","1,78","5.589,01","28.993.037,70"
314330205000636,"125,00","290,00","1,33","7.904,97","57.447.467,49"
314330205000637,"143,00","356,00","1,41","5.032,96","28.930.568,61"
314330205000638,"208,00","454,00","1,15","3.438,44","13.008.353,63"
314330205000639,"181,00","472,00","1,87","3.894,04","39.382.760,25"
314330205000640,"118,00","332,00","1,62","3.482,72","19.914.291,08"
314330205000641,"88,00","224,00","1,97","2.881,78","6.245.124,24"
314330205000642,"132,00","332,00","2,14","2.508,76","9.420.374,23"
314330205000643,"66,00","192,00","1,75","3.226,03","9.733.969,94"
314330205000644,"173,00","407,00","1,49","2.816,68","14.580.109,29"
314330205000645,"104,00","243,00","1,12","7.744,14","101.146.270,33"
314330205000646,"158,00","378,00","1,26","9.517,02","91.738.826,85"
314330205000647,"110,00","286,00","1,53","6.120,56","38.261.923,87"
314330205000648,"82,00","205,00","1,44","6.531,29","53.298.392,90"
314330205000649,"120,00","282,00","1,31","7.277,83","61.807.561,07"
314330205000650,"172,00","425,00","1,62","6.483,58","54.140.347,39"
314330205000651,"123,00","325,00","1,40","6.993,78","46.059.474,63"
314330205000652,"134,00","403,00","2,20","6.811,93","60.185.055,31"
314330205000653,"270,00","651,00","2,04","3.197,17","13.631.560,18"
314330205000655,"106,00","222,00","1,06","4.953,68","101.453.863,16"
314330205000656,"164,00","439,00","1,41","5.339,99","38.730.280,92"
314330205000657,"190,00","509,00","2,16","3.107,83","12.636.788,42"
314330205000658,"188,00","477,00","1,82","3.020,68","11.533.309,23"
314330205000659,"187,00","468,00","1,85","2.581,94","4.964.758,38"
314330205000660,"207,00","522,00","1,44","2.646,76","17.603.352,25"
314330205000661,"294,00","843,00","1,84","3.016,70","10.920.749,70"
314330205000663,"213,00","576,00","1,84","2.753,00","8.595.173,98"
314330205000664,"20,00","50,00","1,53","4.207,20","19.830.293,22"
314330205000665,"128,00","330,00","1,73","3.070,30","10.476.129,80"
314330205000666,"203,00","557,00","2,26","1.889,65","4.035.250,32"
314330205000667,"302,00","859,00","2,07","2.296,65","5.239.464,70"
314330205000668,X,X,X,X,X
314330205000669,"149,00","427,00","2,31","2.250,41","5.626.439,27"
314330205000670,"161,00","442,00","2,27","1.946,14","3.934.087,25"
314330205000671,"153,00","430,00","1,69","2.844,71","8.637.672,26"
314330205000672,"184,00","550,00","1,97","3.260,42","11.355.911,58"
314330205000673,"116,00","327,00","1,75","3.556,48","15.839.804,33"
314330205000674,"227,00","643,00","2,00","2.778,60","7.165.337,17"
314330205000675,"116,00","290,00","1,50","3.171,29","9.235.599,16"
314330205000676,"181,00","442,00","1,67","3.133,79","10.208.035,89"
314330205000677,"77,00","196,00","1,91","2.885,00","8.036.068,05"
314330205000678,"156,00","398,00","1,41","3.707,51","11.541.421,48"
314330205000679,"158,00","408,00","1,71","2.922,08","27.705.459,67"
314330205000680,"156,00","442,00","2,05","3.325,74","14.231.054,51"
314330205000681,"128,00","353,00","1,32","7.478,71","46.982.764,51"
314330205000682,"99,00","311,00","1,53","16.561,65","116.660.273,21"
314330205000683,"157,00","470,00","1,46","7.552,64","56.083.915,15"
314330205000684,"160,00","406,00","1,95","9.671,82","56.452.963,40"
314330205000685,"154,00","452,00","2,39","1.775,84","4.333.320,60"
314330205000686,"57,00","194,00","3,49","1.192,18","336.504,19"
314330205000687,"169,00","514,00","1,69","1.176,79","68.122,46"
314330205000688,"160,00","470,00","1,86","1.552,06","1.325.798,32"
314330205000690,"239,00","664,00","1,80","1.656,68","1.243.197,34"
314330205000691,"272,00","791,00","1,90","2.068,51","2.791.250,48"
314330205000692,"6,00","28,00","0,67","3.087,33","4.015.202,67"
314330205000693,X,X,X,X,X
314330205000694,"103,00","293,00","1,49","1.179,03","230.787,06"
314330205000695,"144,00","436,00","2,31","1.205,67","239.087,95"
314330205000696,"221,00","593,00","2,04","1.869,19","2.168.309,46"
314330205000697,"150,00","443,00","2,77","2.041,61","3.279.958,49"
314330205000698,"227,00","641,00","2,15","1.519,36","960.932,68"
314330205000699,"141,00","427,00","1,97","1.668,37","1.279.651,61"
314330205000702,"27,00","98,00","3,55","1.234,80","881.402,67"
314330205000703,"282,00","840,00","1,82","1.896,55","2.326.437,88"
314330205000704,X,X,X,X,X
314330205000705,"112,00","318,00","1,72","2.787,87","16.727.941,22"
314330205000706,"179,00","499,00","1,98","2.069,27","3.665.371,52"
314330205000707,"186,00","519,00","2,17","2.109,65","4.173.108,24"
314330205000708,"7,00","20,00","0,48","3.134,00","7.470.265,33"
314330205000709,"170,00","480,00","2,16","2.612,00","4.915.750,40"
314330205000711,"140,00","422,00","2,13","3.646,84","11.945.465,10"
314330205000712,"184,00","421,00","1,47","3.972,15","14.800.179,94"
314330205000713,"83,00","195,00","1,55","2.016,55","1.791.358,06"
314330205000714,"155,00","379,00","1,27","4.210,97","13.586.340,87"
314330205000716,"185,00","431,00","1,33","3.906,87","16.536.373,65"
314330205000717,"116,00","297,00","1,38","7.165,70","55.841.705,94"
314330205000718,"138,00","377,00","1,89","2.845,96","10.341.745,32"
314330205000719,"155,00","378,00","1,51","5.393,44","31.654.641,59"
314330205000720,"146,00","411,00","2,08","2.621,31","37.217.191,70"
314330205000721,"140,00","394,00","1,95","6.632,02","70.242.380,35"
314330205000722,"172,00","463,00","1,72","2.728,57","9.515.738,55"
314330205000724,"139,00","410,00","1,41","5.177,27","20.053.166,67"
314330205000725,"169,00","501,00","1,62","6.199,42","30.646.862,67"
314330205000726,"241,00","604,00","1,69","2.119,64","2.422.298,08"
314330205000727,"58,00","155,00","1,10","3.715,79","23.023.180,61"
314330205000729,"41,00","131,00","3,91","1.430,24","1.427.094,44"
314330205000730,"147,00","462,00","1,40","2.026,36","2.328.493,90"
314330205000731,"183,00","556,00","1,80","1.867,60","1.944.719,89"
314330205000732,"279,00","823,00","2,44","1.854,19","2.922.541,01"
314330205000734,"190,00","550,00","1,80","1.765,39","1.978.029,29"
314330205000735,"156,00","430,00","1,79","1.831,23","1.695.230,20"
314330205000736,"127,00","359,00","2,00","1.564,91","595.828,42"
314330205000737,"209,00","583,00","1,80","1.394,70","850.626,82"
314330205000738,"50,00","160,00","2,65","1.289,96","518.749,24"
314330205000739,"124,00","385,00","1,35","1.660,48","921.968,53"
314330205000740,"266,00","748,00","2,18","1.825,85","3.006.195,87"
314330205000741,"9,00","30,00","2,75","1.994,22","2.476.684,44"
314330205000742,"156,00","461,00","2,15","1.365,88","711.061,18"
314330205000743,"65,00","200,00","2,32","1.143,83","210.346,31"
314330205000744,"211,00","637,00","1,63","2.529,09","4.193.573,61"
314330205000745,"189,00","556,00","1,60","3.008,21","5.341.110,03"
314330205000746,"200,00","585,00","1,84","1.669,70","2.733.204,25"
314330205000747,"137,00","407,00","1,69","1.547,67","900.598,43"
314330205000750,"84,00","242,00","2,01","1.935,37","7.074.286,43"
314330205000751,"90,00","223,00","1,58","1.975,17","8.463.241,16"
314330205000752,"196,00","529,00","2,34","3.122,71","11.754.848,32"
314330205000753,"193,00","495,00","1,64","4.651,20","26.080.595,17"
314330205000754,"178,00","491,00","1,47","9.273,56","75.719.914,54"
314330205000755,"97,00","303,00","1,78","9.516,52","98.562.923,20"
314330205000756,"238,00","725,00","1,50","4.966,80","22.128.621,89"
314330205000757,"28,00","71,00","1,44","4.000,86","5.115.032,13"
314330205000758,"11,00","38,00","3,07","1.234,91","363.760,29"
314330205000759,"44,00","106,00","0,76","2.201,45","2.898.058,51"
314330205000760,"273,00","894,00","1,88","1.776,40","1.463.934,13"
314330205000761,"110,00","332,00","1,69","1.664,40","773.894,96"
314330205000762,"157,00","497,00","3,10","1.311,74","427.024,56"
314330205000763,"200,00","577,00","1,90","1.635,59","1.793.087,57"
314330205000764,"48,00","127,00","2,23","1.476,34","925.105,67"
314330205000765,"169,00","431,00","1,77","2.840,33","64.328.430,32"
314330205000766,"48,00","114,00","2,88","1.558,77","4.249.711,57"
314330205000767,"205,00","564,00","1,57","2.117,84","2.770.616,40"
314330205000768,"175,00","518,00","1,35","2.724,05","4.157.669,76"
314330205000769,"215,00","626,00","1,72","3.342,72","9.002.169,85"
314330205000770,"215,00","622,00","1,45","3.692,28","14.286.612,89"
314330205000771,"188,00","484,00","1,41","3.469,16","8.540.034,03"
314330205000772,"155,00","470,00","2,04","2.575,71","8.196.667,92"
314330205000773,"129,00","351,00","1,09","4.667,38","20.355.704,62"
314330205000774,"149,00","434,00","2,23","3.406,01","15.318.458,75"
314330205000775,"171,00","437,00","1,39","8.655,52","105.068.530,17"
314330205000776,"187,00","522,00","1,57","4.958,99","27.589.712,96"
314330205000777,"121,00","363,00","1,42","2.474,93","4.039.922,13"
314330205000778,"137,00","402,00","1,90","2.465,86","5.544.485,50"
314330205000779,"119,00","336,00","2,55","3.871,41","14.936.880,36"
314330205000780,"146,00","444,00","1,87","2.576,71","6.320.366,97"
314330205000781,"178,00","518,00","1,48","6.970,72","26.864.609,87"
314330205000782,"151,00","475,00","1,71","6.433,89","27.522.850,09"
314330205000785,"209,00","627,00","1,37","2.510,88","3.971.660,21"
314330205000786,"126,00","281,00","1,01","3.868,38","7.037.371,33"
314330205000787,"262,00","841,00","2,33","1.880,01","1.939.244,47"
314330205000788,"13,00","36,00","3,19","1.440,00","1.174.386,67"
314330205000789,"30,00","86,00","1,91","2.743,87","38.156.098,74"
314330205000790,"209,00","699,00","2,47","1.280,19","1.641.046,18"
314330205000791,"205,00","641,00","2,53","1.143,16","184.465,96"
314330205000792,"148,00","389,00","2,06","1.775,69","4.862.451,97"
314330205000793,"63,00","162,00","1,51","1.915,68","2.663.318,74"
314330205000794,"200,00","625,00","2,19","2.097,10","5.335.289,52"
314330205000795,"188,00","513,00","1,67","1.938,76","3.835.454,81"
314330205000796,"111,00","304,00","1,36","5.857,57","56.341.548,00"
314330205000798,"27,00","82,00","1,73","2.711,11","2.512.564,10"
314330205000799,"9,00","27,00","3,00","5.001,33","18.636.116,00"
314330205000800,"196,00","571,00","1,23","2.702,37","3.754.856,86"
314330205000801,"196,00","547,00","1,47","2.554,88","2.974.853,96"
314330205000802,"192,00","542,00","1,55","6.179,49","47.134.460,41"
314330205000803,"25,00","81,00","4,61","2.766,24","14.294.757,44"
314330205000804,"49,00","103,00","1,43","1.788,98","1.458.153,37"
314330205000806,"161,00","369,00","1,42","8.869,30","77.128.766,02"
314330205000807,"152,00","406,00","1,15","6.564,79","102.046.250,99"
314330205000808,"139,00","254,00","0,77","3.830,81","7.526.726,50"
314330205000809,"233,00","623,00","1,84","3.427,99","10.868.832,80"
314330205000810,"180,00","502,00","1,77","3.368,31","7.917.706,84"
314330205000811,"126,00","395,00","2,13","2.884,03","10.891.056,35"
314330205000812,"161,00","394,00","1,52","7.937,03","70.597.547,45"
314330205000813,"112,00","258,00","1,31","6.047,09","32.504.439,39"
314330205000814,"81,00","219,00","1,31","16.817,80","237.955.016,76"
314330205000815,"110,00","316,00","1,80","7.735,15","46.624.764,42"
314330205000816,"107,00","293,00","1,36","12.574,15","101.793.311,14"
314330205000817,"146,00","438,00","1,49","9.454,55","77.184.468,86"
314330205000818,"190,00","490,00","1,46","4.912,14","24.248.412,57"
314330205000819,"119,00","278,00","1,77","6.545,79","40.523.266,60"
314330205000820,"142,00","366,00","1,35","9.704,61","66.767.313,38"
314330205000821,"147,00","448,00","1,88","2.065,36","3.810.394,41"
314330205000822,"201,00","631,00","1,90","1.298,42","131.249,37"
314330205000824,"200,00","613,00","2,24","2.321,92","6.614.762,43"
314330205000825,"215,00","632,00","1,80","1.617,28","1.128.593,66"
314330205000826,"143,00","413,00","1,33","2.547,16","9.647.280,40"
314330205000827,"150,00","419,00","1,88","1.467,44","1.034.611,31"
314330205000828,"157,00","481,00","1,77","1.869,54","2.089.765,45"
314330205000830,"79,00","242,00","2,27","1.464,37","815.306,90"
314330205000831,"183,00","534,00","1,56","2.819,12","8.727.527,37"
314330205000832,"259,00","769,00","1,50","2.805,29","7.846.244,96"
314330205000833,"199,00","554,00","1,94","2.289,43","11.053.498,94"
314330205000834,"142,00","301,00","0,99","2.688,18","3.440.614,12"
314330205000835,"220,00","660,00","1,45","1.954,24","1.291.360,24"
314330205000836,"134,00","423,00","1,64","1.910,90","1.346.382,33"
314330205000837,"210,00","591,00","1,42","2.674,65","5.106.814,94"
314330205000838,"242,00","695,00","1,65","3.055,37","8.430.079,27"
314330205000839,"221,00","660,00","1,71","2.210,08","3.743.981,23"
314330205000840,"236,00","671,00","1,58","2.209,41","3.148.195,63"
314330205000841,"217,00","658,00","1,72","1.720,48","1.086.053,95"
314330205000842,"189,00","605,00","2,36","2.212,53","2.041.743,39"
314330205000843,"178,00","511,00","1,51","1.528,17","1.797.060,99"
314330205000844,"173,00","543,00","1,82","2.094,21","5.634.308,95"
314330205000845,"155,00","455,00","1,76","1.585,89","2.264.258,49"
314330205000846,"242,00","716,00","1,86","1.670,67","1.375.760,96"
314330205000848,"58,00","173,00","2,12","1.324,08","414.948,15"
314330205000849,"132,00","395,00","1,55","2.917,56","6.736.671,64"
314330205000850,"183,00","539,00","1,41","4.037,46","19.105.429,75"
314330205000851,"263,00","538,00","0,91","2.617,01","4.513.269,05"
314330205000852,"326,00","1.034,00","1,77","2.309,53","11.602.522,08"
314330205000854,"124,00","366,00","1,72","2.556,96","4.702.303,38"
314330205000855,"110,00","339,00","1,29","9.889,43","90.461.578,22"
314330205000856,"84,00","243,00","1,33","9.224,38","49.023.405,35"
314330205000857,"245,00","828,00","1,38","17.076,35","165.436.152,98"
314330205000858,"47,00","156,00","1,70","6.528,27","23.420.947,93"
314330205000859,"221,00","710,00","2,22","1.520,62","1.325.676,54"
314330205000860,"43,00","128,00","1,74","1.382,35","123.593,23"
314330205000862,"91,00","268,00","2,47","1.422,46","872.795,52"
314330205000863,"86,00","252,00","3,60","1.209,93","231.062,71"
314330205000865,"126,00","360,00","2,30","1.201,28","489.152,06"
314330205000866,"57,00","157,00","1,58","2.639,02","2.558.387,02"
314330205000869,"184,00","429,00","1,15","2.188,64","2.158.411,31"
314330205000870,"166,00","418,00","1,17","2.431,19","3.430.386,65"
314330205000872,"189,00","575,00","1,57","2.732,78","209.083.379,02"
314330205000873,"223,00","753,00","2,63","1.243,70","629.786,09"
314330205000874,"185,00","517,00","1,17","3.657,86","6.861.151,29"
314330205000876,"209,00","593,00","1,12","2.129,73","4.254.751,37"
314330205000877,"104,00","288,00","0,92","2.510,36","3.424.677,32"
314330205000878,"105,00","273,00","0,97","2.092,02","1.813.501,96"
314330205000879,"108,00","307,00","1,07","2.386,11","3.241.428,94"
314330205000881,"167,00","443,00","0,99","1.613,69","756.112,19"
314330205000882,"134,00","333,00","1,03","2.310,78","4.032.517,30"
314330205000883,"20,00","49,00","1,10","2.466,60","2.728.928,04"
314330205000884,"257,00","730,00","1,38","1.760,28","1.135.951,59"
314330205000885,"241,00","665,00","1,21","1.818,19","918.016,35"
314330205000886,"14,00","27,00","0,84","2.153,43","1.377.247,03"
314330205000887,"139,00","297,00","1,21","3.082,59","5.300.077,86"
314330205000888,"122,00","263,00","1,03","3.581,15","21.838.062,16"
314330205000889,"82,00","225,00","2,29","1.703,63","2.586.026,52"
314330205000890,"179,00","561,00","2,09","1.754,85","3.167.918,54"
314330205000895,"197,00","503,00","1,40","5.340,08","29.510.691,97"
314330205000896,"248,00","795,00","3,32","1.408,24","1.001.817,21"
314330205000897,"100,00","291,00","1,88","1.651,59","1.348.253,44"
314330205000898,"117,00","257,00","1,45","3.948,03","21.196.817,33"
314330205000899,"120,00","214,00","0,88","4.108,35","28.129.468,32"
314330205000900,"238,00","685,00","1,59","2.606,31","4.372.744,99"
314330205000901,"78,00","150,00","0,90","4.442,62","28.964.499,04"
314330205000902,"160,00","449,00","1,49","2.528,95","4.630.767,08"
314330205000903,"204,00","628,00","1,30","2.818,30","6.355.165,14"
314330205000904,"158,00","483,00","1,84","1.977,21","2.050.101,68"
314330205000905,"235,00","787,00","3,10","1.259,13","458.343,51"
314330205000906,"77,00","224,00","2,37","1.712,49","1.318.744,53"
314330205000907,"118,00","294,00","3,06","1.857,06","4.563.977,00"
314330205000908,"80,00","201,00","1,72","1.521,49","791.388,25"
314330205000909,"88,00","258,00","3,31","2.314,93","10.379.732,59"
314330205000910,"91,00","227,00","1,65","2.248,91","7.241.070,61"
314330205000911,"72,00","198,00","2,67","2.021,86","3.962.746,18"
314330205000912,"119,00","307,00","2,45","1.888,81","11.298.316,60"
314330205000913,"186,00","486,00","2,20","1.705,50","2.725.001,66"
314330205000914,"50,00","123,00","1,40","1.576,73","2.644.579,12"
314330205000915,"104,00","268,00","1,92","3.566,88","16.315.337,95"
314330205000916,"18,00","38,00","2,34","1.053,11","113.735,16"
314330205000918,"16,00","38,00","1,05","1.460,00","720.608,00"
314330205000922,"162,00","328,00","1,30","4.733,35","17.741.334,77"
314330205000923,X,X,X,X,X
314330205000925,"95,00","286,00","1,22","2.830,75","10.263.125,81"
314330205000927,"21,00","41,00","0,55","1.752,05","493.985,65"
314330205000928,"73,00","178,00","0,86","2.390,58","3.612.142,58"
314330205000929,"52,00","145,00","2,44","2.194,50","29.208.158,73"
314330205000930,"29,00","87,00","1,71","6.407,14","17.994.021,16"
314330205000931,"6,00","15,00","1,10","2.320,67","3.374.985,07"
314330205000932,"124,00","426,00","1,45","13.307,52","114.173.934,13"
314330205000933,"84,00","305,00","1,54","11.264,32","82.744.699,82"
314330205000934,"13,00","39,00","2,50","2.718,15","2.102.345,64"
314330205000935,"148,00","465,00","1,74","3.318,88","16.481.312,03"
314330205000937,"30,00","82,00","1,31","1.784,07","3.056.872,41"
314330205000938,"109,00","308,00","3,31","1.783,35","1.722.303,90"
314330205000939,"114,00","312,00","2,44","1.383,00","505.087,35"
314330205000940,"100,00","215,00","1,14","5.486,43","27.997.020,33"
314330205000941,"129,00","328,00","1,52","7.691,46","34.100.048,00"
314330205000942,"149,00","475,00","1,68","2.038,01","2.951.270,73"
314330205000943,"164,00","522,00","1,64","1.707,72","1.750.621,00"
314330205000944,"137,00","401,00","2,19","1.763,25","1.479.157,25"
314330205000946,"276,00","830,00","2,03","1.820,68","1.672.056,15"
314330205000947,"86,00","267,00","1,67","1.653,74","1.187.381,38"
314330205000948,"81,00","267,00","2,51","1.994,93","2.116.347,84"
314330205000949,"116,00","327,00","1,28","4.202,69","16.567.299,24"
314330205000950,"146,00","445,00","2,82","1.249,42","342.224,48"
314330205000951,"200,00","600,00","1,93","1.276,16","420.024,16"
314330205000952,"224,00","611,00","1,35","5.831,52","300.258.515,72"
314330205000953,"108,00","319,00","2,08","1.950,14","3.359.883,17"
314330205000954,"88,00","247,00","1,49","4.973,65","25.330.730,96"
314330205000955,"103,00","319,00","2,13","2.954,38","9.945.475,51"
314330205000956,"151,00","430,00","2,04","3.035,95","34.034.786,66"
314330205000957,"174,00","496,00","1,49","2.016,09","2.222.658,11"
314330205000958,"72,00","220,00","1,49","1.994,04","918.014,44"
314330205000959,"157,00","402,00","2,11","2.438,76","4.925.499,20"
314330205000960,"43,00","95,00","2,07","1.737,17","5.909.576,77"
314330205000961,"33,00","68,00","1,00","1.609,00","657.705,15"
314330205000962,"162,00","545,00","2,21","1.719,31","2.221.841,60"
314330205000965,"254,00","545,00","1,21","2.584,36","2.757.296,72"
314330205000966,"149,00","389,00","1,13","1.403,17","582.515,10"
314330205000967,"191,00","518,00","1,26","1.343,31","478.214,88"
314330205000968,"214,00","586,00","1,26","3.955,91","9.905.490,59"
314330205000969,"89,00","279,00","1,53","4.343,96","10.077.159,72"
314330205000970,"47,00","137,00","4,38","1.478,51","997.827,85"
314330205000971,"41,00","112,00","3,05","2.107,33","7.451.600,91"
314330205000973,"201,00","382,00","0,87","3.843,47","9.013.359,57"
314330205000974,"126,00","365,00","1,39","2.193,46","2.646.647,80"
314330205000975,"85,00","235,00","1,52","2.293,66","4.914.311,88"
314330205000976,"113,00","303,00","2,27","2.206,81","5.307.096,53"
314330205000977,"38,00","106,00","1,63","1.552,11","2.271.090,88"
314330205000978,"157,00","493,00","2,53","3.015,05","3.966.857,08"
314330205000979,"6,00","16,00","1,47","1.004,33","161.363,87"
314330205000980,"57,00","160,00","1,37","2.864,82","5.799.956,04"
314330205000981,"126,00","349,00","1,43","3.019,30","6.126.462,61"
314330205000982,"6,00","15,00","1,90","3.104,00","6.585.798,40"
314330205000983,"39,00","80,00","1,00","1.665,43","1.316.574,96"
314330205000984,"47,00","104,00","1,78","1.712,18","3.334.453,55"
314330205000985,X,X,X,X,X
314330205000986,"168,00","407,00","2,11","2.296,94","4.103.933,85"
314330205000987,"133,00","363,00","1,82","2.661,06","16.092.498,97"
314330205000988,"181,00","467,00","2,32","1.804,63","1.822.971,43"
314330205000989,"157,00","408,00","2,99","1.888,61","3.662.372,79"
314330205000990,"136,00","342,00","1,56","4.191,85","14.597.643,51"
314330205000991,"131,00","293,00","1,17","3.374,38","12.023.908,37"
314330205000992,"153,00","441,00","2,08","2.832,39","7.726.383,12"
314330205000993,"149,00","422,00","1,95","3.452,54","14.692.733,26"
314330205000994,"212,00","606,00","2,09","2.039,47","4.334.336,94"
314330205000995,"176,00","528,00","2,29","2.250,91","2.741.834,67"
314330205000996,"61,00","181,00","2,63","2.832,48","17.184.859,31"
314330205000997,"141,00","451,00","2,05","1.599,96","1.724.709,13"
314330205000998,"43,00","86,00","1,33","8.038,39","76.503.466,00"
314330205000999,"90,00","214,00","0,82","6.081,67","63.417.477,22"
314330205001000,"165,00","528,00","1,45","1.714,56","2.364.970,10"
314330205001001,"138,00","332,00","1,80","2.895,27","7.520.722,11"
314330205001002,"138,00","353,00","1,87","3.649,02","16.231.977,44"
314330205001003,"175,00","457,00","1,78","3.371,41","8.991.780,56"
314330205001004,"142,00","392,00","2,45","2.158,19","5.242.216,79"
314330205001005,"194,00","602,00","1,81","1.609,21","1.436.458,91"
314330205001006,"145,00","462,00","1,92","1.578,81","611.593,56"
314330205001007,"145,00","368,00","1,81","4.704,73","24.263.086,20"
314330205001008,"118,00","246,00","1,39","12.664,55","162.340.960,51"
314330205001009,"146,00","452,00","1,74","2.301,38","2.787.640,64"
314330205001010,"221,00","659,00","1,89","1.924,89","3.115.877,01"
314330205001011,"135,00","427,00","1,85","2.603,82","3.952.142,60"
314330205001012,"185,00","557,00","1,70","2.746,99","8.124.907,95"
314330205001013,"168,00","518,00","2,10","2.566,16","7.071.613,44"
314330205001014,"161,00","432,00","1,54","1.932,54","1.717.212,39"
314330205001015,"161,00","435,00","2,09","1.276,76","436.139,44"
314330205001016,"138,00","421,00","2,08","1.568,33","1.433.341,91"
314330205001017,"197,00","566,00","1,48","1.798,97","3.037.426,90"
314330205001018,"120,00","380,00","1,59","1.660,12","2.768.776,36"
314330205001019,"152,00","446,00","1,56","1.741,01","2.425.121,05"
314330205001020,"148,00","463,00","1,46","1.617,68","811.550,07"
314330205001021,"146,00","433,00","1,63","3.582,02","9.409.622,27"
314330205001022,"151,00","447,00","1,57","4.441,72","63.569.611,19"
314330205001023,"171,00","463,00","1,82","2.697,83","6.383.321,23"
314330205001024,"147,00","439,00","2,60","2.555,78","5.882.962,74"
314330205001025,"160,00","478,00","1,80","1.729,12","1.872.992,17"
314330205001026,"161,00","503,00","2,86","1.731,36","2.341.304,93"
314330205001027,"173,00","455,00","1,89","1.988,29","4.723.407,73"
314330205001028,"167,00","473,00","2,01","2.068,71","3.512.931,05"
314330205001029,"161,00","469,00","1,97","1.861,87","2.564.562,99"
314330205001030,"185,00","516,00","2,06","1.504,46","1.238.542,45"
314330205001031,"187,00","542,00","1,91","1.998,55","6.402.439,52"
314330205001032,"193,00","593,00","1,81","1.920,05","4.582.403,00"
314330205001033,"167,00","513,00","2,07","1.893,59","3.761.754,97"
314330205001034,"194,00","567,00","2,97","1.464,53","826.630,08"
314330205001035,"120,00","356,00","2,35","1.740,74","1.188.270,21"
314330205001036,"157,00","448,00","1,96","2.126,12","3.719.393,70"
314330205001037,"171,00","530,00","1,76","2.615,14","4.607.661,16"
314330205001038,"156,00","461,00","1,67","2.304,36","2.497.064,37"
314330205001039,"184,00","601,00","1,66","2.255,36","4.647.047,76"
314330205001040,"146,00","476,00","2,15","2.137,82","4.417.616,07"
314330205001041,"158,00","428,00","1,90","1.632,47","650.464,76"
314330205001042,"146,00","424,00","2,34","1.841,68","7.131.154,52"
314330205001043,"172,00","506,00","2,01","1.721,18","3.644.014,01"
314330205001044,"173,00","490,00","2,16","1.428,81","588.312,58"
314330205001045,"108,00","269,00","1,24","7.289,09","40.812.071,54"
314330205001046,"113,00","276,00","1,41","6.430,16","72.225.579,75"
314330205001047,"145,00","430,00","2,02","3.023,55","5.017.659,69"
314330205001048,"156,00","443,00","1,75","3.556,64","10.973.659,14"
314330208000002,"94,00","288,00","2,62","1.283,29","204.476,64"
314330208000003,"111,00","269,00","1,39","1.200,95","154.032,22"
314330208000004,"104,00","258,00","1,65","1.199,75","282.619,31"
314330210000001,"135,00","365,00","2,28","1.250,48","646.277,28"
314330210000003,"84,00","220,00","1,52","1.468,00","9.017.400,55"
314330210000004,"35,00","94,00","2,05","1.453,94","921.721,76"
314330210000005,"92,00","248,00","2,04","1.267,68","1.009.197,32"
314330210000006,"87,00","204,00","1,04","1.478,86","597.111,55"
314330215000001,"103,00","292,00","3,00","1.276,04","533.923,66"
314330215000002,"86,00","213,00","1,66","1.062,92","326.851,10"
314330215000003,"63,00","145,00","1,67","1.368,78","918.593,08"
314330220000001,"201,00","583,00","1,98","1.493,10","842.361,68"
314330220000002,"87,00","251,00","1,78","1.303,55","516.593,46"
314330220000004,"189,00","601,00","1,80","1.876,37","14.563.786,48"
